sampleName	sampleGroup	region	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT
GTEX-Y5LM-1326-SM-5RQIS	Stomach	Stomach	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-Y5V6-1326-SM-4VDTF	Stomach	Stomach	BP-42087	RNA Extraction from Paxgene-derived Lysate Plate Based	8/8/13	LCSET-4040	10/17/13	TrueSeq.v1
GTEX-Y8E4-1526-SM-4WWDI	Stomach	Stomach	BP-41767	RNA Extraction from Paxgene-derived Lysate Plate Based	8/1/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-Y8LW-0826-SM-4WWDO	Stomach	Stomach	BP-42087	RNA Extraction from Paxgene-derived Lysate Plate Based	8/8/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-Y9LG-1026-SM-5IFJN	Stomach	Stomach	BP-45268	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-YEC3-1426-101806-SM-5PNXX		Stomach	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/13	LCSET-4918	3/29/14	TrueSeq.v1
GTEX-YEC4-1426-SM-5IFHS	Stomach	Stomach	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-YFCO-0826-SM-5LUAG	Stomach	Stomach	BP-41808	RNA Extraction from Paxgene-derived Lysate Plate Based	8/2/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-YJ8A-1526-SM-5P9FT	Stomach	Stomach	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/13	LCSET-4914	3/27/14	TrueSeq.v1
GTEX-ZAB4-1526-SM-5CVN7	Stomach	Stomach	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-ZDYS-1926-SM-5HL59	Stomach	Stomach	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-ZE7O-3026-SM-51MS4	Stomach	Stomach	BP-42528	RNA Extraction from Paxgene-derived Lysate Plate Based	8/21/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZF2S-1426-SM-57WET	Stomach	Stomach	BP-42826	RNA Extraction from Paxgene-derived Lysate Plate Based	8/28/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZLFU-1326-SM-4WWET	Stomach	Stomach	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	9/4/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-ZLV1-0826-SM-4WWEQ	Stomach	Stomach	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	9/4/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-ZP4G-1226-SM-4WWCJ	Stomach	Stomach	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZPIC-2026-SM-57WG3	Stomach	Stomach	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZQUD-0826-SM-57WDQ	Stomach	Stomach	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZTX8-0426-SM-59HLG	Stomach	Stomach	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4419	1/14/14	TrueSeq.v1
GTEX-ZV6S-0926-SM-57WGB	Stomach	Stomach	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZV7C-1626-SM-5NQ7E	Stomach	Stomach	BP-43639	RNA Extraction from Paxgene-derived Lysate Plate Based	9/16/13	LCSET-4906	3/22/14	TrueSeq.v1
GTEX-ZVP2-1626-SM-5GU5D	Stomach	Stomach	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4803	2/19/14	TrueSeq.v1
GTEX-ZVT2-1626-SM-51MRC	Stomach	Stomach	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZVT3-2126-SM-59HL2	Stomach	Stomach	BP-43441	RNA Extraction from Paxgene-derived Lysate Plate Based	9/11/13	LCSET-4419	1/14/14	TrueSeq.v1
GTEX-ZVZP-1726-SM-5GZWY	Stomach	Stomach	BP-43823	RNA Extraction from Paxgene-derived Lysate Plate Based	9/20/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-ZXES-1426-SM-5NQ8S	Stomach	Stomach	BP-43639	RNA Extraction from Paxgene-derived Lysate Plate Based	9/16/13	LCSET-4906	3/22/14	TrueSeq.v1
GTEX-ZYFG-1326-SM-5GICJ	Stomach	Stomach	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4796	2/27/14	TrueSeq.v1
GTEX-ZYVF-2726-SM-5GID4	Stomach	Stomach	BP-44172	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4796	2/27/14	TrueSeq.v1
GTEX-ZYY3-1726-SM-5EGH3	Stomach	Stomach	BP-44460	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-ZZ64-0426-SM-5E43F	Stomach	Stomach	BP-43495	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4635	2/13/14	TrueSeq.v1
GTEX-ZZPU-1426-SM-5GZZ6	Stomach	Stomach	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-111CU-0226-SM-5GZXC	Thyroid	Thyroid	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-111FC-1026-SM-5GZX1	Thyroid	Thyroid	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-111VG-0526-SM-5N9BW	Thyroid	Thyroid	BP-43989	RNA Extraction from Paxgene-derived Lysate Plate Based	9/26/13	LCSET-4904	3/22/14	TrueSeq.v1
GTEX-111YS-0726-SM-5GZY8	Thyroid	Thyroid	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-1122O-0226-SM-5N9DA	Thyroid	Thyroid	BP-43989	RNA Extraction from Paxgene-derived Lysate Plate Based	9/26/13	LCSET-4904	3/22/14	TrueSeq.v1
GTEX-1128S-0126-SM-5H12S	Thyroid	Thyroid	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-113JC-0126-SM-5EGJW	Thyroid	Thyroid	BP-44460	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-117XS-0526-SM-5987Q	Thyroid	Thyroid	BP-44577	RNA Extraction from Paxgene-derived Lysate Plate Based	10/11/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-117YW-0126-SM-5EGGN	Thyroid	Thyroid	BP-44460	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-117YX-1226-SM-5H11S	Thyroid	Thyroid	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-1192X-1126-SM-5EGGU	Thyroid	Thyroid	BP-44460	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-11DXX-0226-SM-5P9HL	Thyroid	Thyroid	BP-43956	RNA Extraction from Paxgene-derived Lysate Plate Based	9/25/13	LCSET-4916	3/27/14	TrueSeq.v1
GTEX-11DXY-0426-SM-5H12R	Thyroid	Thyroid	BP-43730	RNA Extraction from Paxgene-derived Lysate Plate Based	9/18/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-11DZ1-2726-SM-5A5KH	Thyroid	Thyroid	BP-44264	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11EI6-0726-SM-59866	Thyroid	Thyroid	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11EM3-0126-SM-5985K	Thyroid	Thyroid	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11EMC-0226-SM-5EGLP	Thyroid	Thyroid	BP-45028	RNA Extraction from Paxgene-derived Lysate Plate Based	10/24/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-11EQ8-0826-SM-5N9FG	Thyroid	Thyroid	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4905	3/23/14	TrueSeq.v1
GTEX-11EQ9-0626-SM-5A5K1	Thyroid	Thyroid	BP-44264	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11GS4-0826-SM-5986J	Thyroid	Thyroid	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11I78-0526-SM-5986A	Thyroid	Thyroid	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11LCK-0526-SM-5A5M9	Thyroid	Thyroid	BP-44512	RNA Extraction from Paxgene-derived Lysate Plate Based	10/10/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11NSD-0126-SM-5987F	Thyroid	Thyroid	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11NUK-1026-SM-5HL5J	Thyroid	Thyroid	BP-43730	RNA Extraction from Paxgene-derived Lysate Plate Based	9/18/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-11O72-2326-SM-5BC7H	Thyroid	Thyroid	BP-44264	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4455	1/18/14	TrueSeq.v1
GTEX-11P7K-0226-SM-5986Z	Thyroid	Thyroid	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11P81-0126-SM-5HL5Y	Thyroid	Thyroid	BP-43730	RNA Extraction from Paxgene-derived Lysate Plate Based	9/18/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-11TT1-1126-SM-5P9GV	Thyroid	Thyroid	BP-47888	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4914	3/27/14	TrueSeq.v1
GTEX-11TTK-0826-SM-5N9EG	Thyroid	Thyroid	BP-44312	RNA Extraction from Paxgene-derived Lysate Plate Based	10/4/13	LCSET-4905	3/23/14	TrueSeq.v1
GTEX-11TUW-0226-SM-5LU8X	Thyroid	Thyroid	BP-45139	RNA Extraction from Paxgene-derived Lysate Plate Based	10/28/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-11UD2-0626-SM-5GU6L	Thyroid	Thyroid	BP-43730	RNA Extraction from Paxgene-derived Lysate Plate Based	9/18/13	LCSET-4803	2/19/14	TrueSeq.v1
GTEX-11VI4-0226-SM-5GU6C	Thyroid	Thyroid	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4803	2/19/14	TrueSeq.v1
GTEX-11ZTS-1126-SM-5LU9X	Thyroid	Thyroid	BP-45139	RNA Extraction from Paxgene-derived Lysate Plate Based	10/28/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-11ZTT-1026-SM-5EQKF	Thyroid	Thyroid	BP-44114	RNA Extraction from Paxgene-derived Lysate Plate Based	9/30/13	LCSET-4790	2/19/14	TrueSeq.v1
GTEX-11ZVC-0126-SM-5986G	Thyroid	Thyroid	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-1211K-0726-SM-5FQUW	Thyroid	Thyroid	BP-44114	RNA Extraction from Paxgene-derived Lysate Plate Based	9/30/13	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-1212Z-0426-SM-5FQT6	Thyroid	Thyroid	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-12584-0826-SM-5FQSK	Thyroid	Thyroid	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-12696-0326-SM-5EGL4	Thyroid	Thyroid	BP-45028	RNA Extraction from Paxgene-derived Lysate Plate Based	10/24/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-12BJ1-0426-SM-5FQSO	Thyroid	Thyroid	BP-44157	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-12WSB-0726-SM-5N9GD	Thyroid	Thyroid	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4905	3/23/14	TrueSeq.v1
GTEX-12WSC-0826-SM-5EQ5Q	Thyroid	Thyroid	BP-44399	RNA Extraction from Paxgene-derived Lysate Plate Based	10/7/13	LCSET-4767	2/8/14	TrueSeq.v1
GTEX-12WSD-0926-SM-5GCNL	Thyroid	Thyroid	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-12WSH-0226-SM-5GCOG	Thyroid	Thyroid	BP-44157	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-12WSJ-0326-SM-5GCMT	Thyroid	Thyroid	BP-44157	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-12WSK-0926-SM-5CVNQ	Thyroid	Thyroid	BP-44437	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-12WSL-0626-SM-5GCOY	Thyroid	Thyroid	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-12WSN-0726-SM-5GCMS	Thyroid	Thyroid	BP-44157	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-12ZZX-1226-SM-5EGHS	Thyroid	Thyroid	BP-44901	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-12ZZZ-1226-SM-59HK1	Thyroid	Thyroid	BP-44577	RNA Extraction from Paxgene-derived Lysate Plate Based	10/11/13	LCSET-4419	1/14/14	TrueSeq.v1
GTEX-13111-0226-SM-5EQ55	Thyroid	Thyroid	BP-44901	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4767	2/8/14	TrueSeq.v1
GTEX-13112-0326-SM-5P9IW	Thyroid	Thyroid	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4916	3/27/14	TrueSeq.v1
GTEX-13113-0126-SM-5LZVX	Thyroid	Thyroid	BP-45139	RNA Extraction from Paxgene-derived Lysate Plate Based	10/28/13	LCSET-4900	3/23/14	TrueSeq.v1
GTEX-1313W-0726-SM-5EGK1	Thyroid	Thyroid	BP-44901	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-131XE-0126-SM-5LZVC	Thyroid	Thyroid	BP-45782	RNA Extraction from Paxgene-derived Lysate Plate Based	11/14/13	LCSET-4900	3/23/14	TrueSeq.v1
GTEX-131XF-1826-SM-5EGKG	Thyroid	Thyroid	BP-44901	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-131XG-0226-SM-5IFG1	Thyroid	Thyroid	BP-45499	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-132AR-1126-SM-5P9GA	Thyroid	Thyroid	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4914	3/27/14	TrueSeq.v1
GTEX-132NY-1026-SM-5P9IY	Thyroid	Thyroid	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4916	3/27/14	TrueSeq.v1
GTEX-132QS-0326-SM-5IJFN	Thyroid	Thyroid	BP-45499	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-133LE-0326-SM-5P9G4	Thyroid	Thyroid	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4914	3/27/14	TrueSeq.v1
GTEX-1399R-0126-SM-5IFEV	Thyroid	Thyroid	BP-46589	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-139TS-0126-SM-5K7XJ	Thyroid	Thyroid	BP-46925	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-139UW-0126-SM-5KM1B	Thyroid	Thyroid	BP-46925	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13CF3-0926-SM-5LZZC	Thyroid	Thyroid	BP-45782	RNA Extraction from Paxgene-derived Lysate Plate Based	11/14/13	LCSET-4901	3/23/14	TrueSeq.v1
GTEX-13D11-0226-SM-5LZXL	Thyroid	Thyroid	BP-45782	RNA Extraction from Paxgene-derived Lysate Plate Based	11/14/13	LCSET-4901	3/23/14	TrueSeq.v1
GTEX-13FHP-0926-SM-5L3EC	Thyroid	Thyroid	BP-46734	RNA Extraction from Paxgene-derived Lysate Plate Based	12/6/13	LCSET-4822	3/23/14	TrueSeq.v1
GTEX-13FTW-0626-SM-5IFEX	Thyroid	Thyroid	BP-46734	RNA Extraction from Paxgene-derived Lysate Plate Based	12/6/13	LCSET-5125	3/8/14	TrueSeq.v1
GTEX-13FTY-0726-SM-5J2OH	Thyroid	Thyroid	BP-46650	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13FXS-0726-SM-5LZXJ	Thyroid	Thyroid	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4901	3/23/14	TrueSeq.v1
GTEX-13G51-1226-SM-5K7Z3	Thyroid	Thyroid	BP-46734	RNA Extraction from Paxgene-derived Lysate Plate Based	12/6/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13IVO-0926-SM-5KLZP	Thyroid	Thyroid	BP-46650	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13JVG-0926-SM-5IJE1	Thyroid	Thyroid	BP-46734	RNA Extraction from Paxgene-derived Lysate Plate Based	12/6/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13N11-1026-SM-5K7XQ	Thyroid	Thyroid	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13N1W-0826-SM-5MR5J	Thyroid	Thyroid	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13N2G-0726-SM-5MR38	Thyroid	Thyroid	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13NYB-0726-SM-5MR4J	Thyroid	Thyroid	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13NYC-2426-SM-5MR3K	Thyroid	Thyroid	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13NZ8-0226-SM-5J2OK	Thyroid	Thyroid	BP-46978	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13NZ9-1126-SM-5MR37	Thyroid	Thyroid	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13O1R-0826-SM-5J2MB	Thyroid	Thyroid	BP-46978	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13O21-2226-SM-5MR3L	Thyroid	Thyroid	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13O3O-0926-SM-5KM1F	Thyroid	Thyroid	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13O3P-0726-SM-5J2OM	Thyroid	Thyroid	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13O3Q-0626-SM-5IJG1	Thyroid	Thyroid	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13OVG-0226-SM-5LU93	Thyroid	Thyroid	BP-47524	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-13OVI-0826-SM-5KLZ8	Thyroid	Thyroid	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13OW5-0626-SM-5J2N2	Thyroid	Thyroid	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13OW6-0726-SM-5L3FX	Thyroid	Thyroid	BP-47486	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4823	3/23/14	TrueSeq.v1
GTEX-13OW7-0826-SM-5L3EL	Thyroid	Thyroid	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4822	3/23/14	TrueSeq.v1
GTEX-13OW8-0126-SM-5IJE5	Thyroid	Thyroid	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13PL6-1026-SM-5L3E5	Thyroid	Thyroid	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4822	3/23/14	TrueSeq.v1
GTEX-13PVQ-0726-SM-5L3GI	Thyroid	Thyroid	BP-47141	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4823	3/23/14	TrueSeq.v1
GTEX-13QBU-0626-SM-5J2OG	Thyroid	Thyroid	BP-47070	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13RTK-0326-SM-5RQHS	Thyroid	Thyroid	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-13S86-1126-SM-5RQJX	Thyroid	Thyroid	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-13VXT-0626-SM-5SIA1	Thyroid	Thyroid	BP-47656	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-5174	4/4/14	TrueSeq.v1
GTEX-13VXU-0826-SM-5KLZ2	Thyroid	Thyroid	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13W46-0926-SM-5LU3T	Thyroid	Thyroid	BP-47141	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4824	3/23/14	TrueSeq.v1
GTEX-13X6H-0526-SM-5LU4Q	Thyroid	Thyroid	BP-47591	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4824	3/23/14	TrueSeq.v1
GTEX-13X6J-0826-SM-5LU32	Thyroid	Thyroid	BP-47591	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4824	3/23/14	TrueSeq.v1
GTEX-13YAN-0926-SM-5O9C3	Thyroid	Thyroid	BP-47675	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-4910	4/1/14	TrueSeq.v1
GTEX-144GM-0226-SM-5Q5CB	Thyroid	Thyroid	BP-48057	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4952	3/29/14	TrueSeq.v1
GTEX-144GO-0126-SM-5LUAO	Thyroid	Thyroid	BP-47591	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-145LU-0426-SM-5O9AH	Thyroid	Thyroid	BP-47675	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-4909	3/20/14	TrueSeq.v1
GTEX-145ME-0126-SM-5S2QM	Thyroid	Thyroid	BP-48818	RNA Extraction from Paxgene-derived Lysate Plate Based	1/28/14	LCSET-4988	4/1/14	TrueSeq.v1
GTEX-145MG-0826-SM-5Q5C2	Thyroid	Thyroid	BP-48057	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4952	3/29/14	TrueSeq.v1
GTEX-145MH-0426-SM-5LU8T	Thyroid	Thyroid	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-145MI-1126-SM-5O9AK	Thyroid	Thyroid	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4909	3/20/14	TrueSeq.v1
GTEX-146FQ-0726-SM-5LUA7	Thyroid	Thyroid	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-146FR-0326-SM-5SI8U	Thyroid	Thyroid	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-5174	4/4/14	TrueSeq.v1
GTEX-14753-0926-SM-5Q5BI	Thyroid	Thyroid	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4952	3/29/14	TrueSeq.v1
GTEX-148VJ-0726-SM-5LU8J	Thyroid	Thyroid	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-1497J-0126-SM-5Q5BK	Thyroid	Thyroid	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4952	3/29/14	TrueSeq.v1
GTEX-14A5H-0726-SM-5Q5DW	Thyroid	Thyroid	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
